CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.7;30;7;94;74;6;520;38
01:00;7.4;41;7;120;79;44;1100;108
02:00;6.6;36;8;114;83;42;1090;100
03:00;6;35;7;130;87;48;1310;108
04:00;8.4;31;6;129;89;40;1130;91
05:00;4.7;38;8;89;59;44;910;104
06:00;5.9;39;6;95;61;99;1190;189
07:00;5.1;56;9;112;67;173;1590;319
08:00;7.8;64;11;143;83;287;2270;502
09:00;13.2;71;12;198;116;288;2620;510
10:00;17.4;83;13;226;133;334;2400;592
11:00;11;62;14;150;74;108;1210;227
12:00;7;67;13;184;94;143;1450;285
13:00;10;65;14;209;102;93;1320;206
14:00;10.8;68;12;215;93;116;1350;244
15:00;7.4;56;11;170;90;43;1020;120
16:00;9.3;65;11;233;113;95;1560;210
17:00;10.5;64;14;250;128;119;1890;245
18:00;11.4;59;15;196;124;88;1560;192
19:00;9.7;58;16;173;110;84;1490;185
20:00;9.5;53;14;195;131;99;1610;204
21:00;11.5;53;12;187;122;105;1690;214
22:00;9.2;43;13;135;101;26;1090;81
23:00;8;33;13;98;73;6;;41
