CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;7;115;96;84;1290;174
01:00;25;14;82;67;2;550;28
02:00;22;13;94;77;2;620;25
03:00;19;13;88;73;1;590;21
04:00;18;11;76;64;1;580;20
05:00;21;11;73;60;3;610;24
06:00;34;12;71;58;12;730;52
07:00;45;11;70;58;28;790;88
08:00;45;12;72;58;37;870;102
09:00;44;12;72;58;42;880;108
10:00;41;9;63;51;47;880;113
11:00;39;13;60;48;44;800;105
12:00;39;15;62;50;46;760;109
13:00;40;17;62;50;43;790;105
14:00;42;18;66;52;46;910;111
15:00;46;20;69;54;54;910;128
16:00;43;16;64;51;38;860;101
17:00;48;15;60;48;48;910;121
18:00;46;15;59;47;35;750;98
19:00;41;11;78;65;34;800;93
20:00;44;10;78;65;35;790;97
21:00;52;12;76;63;46;820;122
22:00;52;11;86;71;52;1000;131
23:00;48;9;96;79;67;1070;151
