CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;8;121;97;80;1400;185
01:00;20;12;49;41;2;450;22
02:00;25;11;48;39;3;480;29
03:00;21;14;41;33;2;380;24
04:00;22;15;43;35;3;410;26
05:00;25;15;45;36;3;470;28
06:00;32;15;46;37;10;530;48
07:00;38;17;47;38;18;610;65
08:00;45;19;47;38;26;690;84
09:00;43;23;46;36;23;630;77
10:00;39;33;37;29;20;450;70
11:00;30;31;23;17;12;330;48
12:00;34;27;29;21;15;340;56
13:00;36;21;21;14;14;300;56
14:00;29;16;14;7;9;240;42
15:00;32;14;13;6;12;280;49
16:00;32;13;15;7;9;260;46
17:00;35;12;17;10;8;280;47
18:00;52;8;32;21;13;500;72
19:00;64;8;65;51;16;650;88
20:00;74;10;55;41;40;;134
21:00;76;10;81;62;79;1050;196
22:00;69;18;91;71;40;990;130
23:00;60;11;116;91;52;1170;139
