CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;5;19;12;0;260;19
01:00;10;4;15;10;0;250;11
02:00;30;9;70;45;2;580;32
03:00;25;7;67;49;2;580;27
04:00;24;6;78;59;2;620;26
05:00;21;5;79;60;1;640;22
06:00;23;4;67;50;5;640;29
07:00;21;7;50;38;7;550;30
08:00;18;9;35;24;5;430;25
09:00;13;9;30;20;4;380;19
10:00;12;6;36;23;4;330;17
11:00;9;7;30;19;2;270;11
12:00;7;5;22;13;3;240;10
13:00;7;2;14;7;3;240;10
14:00;10;8;13;6;3;250;14
15:00;11;6;11;4;2;270;14
16:00;8;7;12;5;2;250;11
17:00;9;6;15;5;3;260;12
18:00;9;7;17;7;2;250;11
19:00;12;5;17;7;2;310;14
20:00;16;6;19;8;2;300;19
21:00;14;4;25;13;1;310;14
22:00;24;4;34;20;2;350;27
23:00;;;43;28;;;
