CZAS;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenki azotu
00:00;27;3;40;89
01:00;21;2;4;27
02:00;18;4;28;60
03:00;20;3;28;63
04:00;23;3;19;50
05:00;26;3;13;46
06:00;16;2;13;36
07:00;23;3;56;108
08:00;36;3;83;162
09:00;38;6;59;128
10:00;34;10;25;72
11:00;29;16;14;49
12:00;30;26;13;49
13:00;33;15;18;59
14:00;35;14;17;61
15:00;34;11;17;60
16:00;29;9;11;45
17:00;34;9;10;49
18:00;40;8;13;60
19:00;41;6;6;51
20:00;33;2;30;77
21:00;35;1;62;130
22:00;31;3;87;164
23:00;23;3;67;126
