CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8.4;40;6;163;116;98;1610;189
01:00;8.4;33;4;112;86;42;1030;99
02:00;5.9;23;4;145;110;35;830;76
03:00;5.5;18;4;114;86;27;690;60
04:00;4.1;17;2;87;60;19;610;46
05:00;3.1;12;3;112;73;15;530;36
06:00;3.1;15;3;222;146;38;620;73
07:00;4.8;22;4;123;83;163;1140;273
08:00;5.2;20;4;154;100;81;740;145
09:00;3.7;30;4;85;52;138;900;241
10:00;3.6;55;5;97;56;160;1480;301
11:00;4.9;67;3;82;45;79;1040;188
12:00;3.4;60;3;73;46;37;780;118
13:00;2.8;35;3;70;34;8;460;48
14:00;2.6;27;2;58;36;3;390;33
15:00;2.1;25;2;48;30;2;340;28
16:00;1.3;17;2;37;23;1;290;20
17:00;0.7;28;2;68;42;1;390;31
18:00;1.7;42;6;225;167;23;1000;78
19:00;4.3;46;8;311;229;49;1130;122
20:00;8.2;61;13;355;273;85;1750;192
21:00;17.9;49;9;247;175;117;1590;229
22:00;12;49;7;206;146;105;1630;209
23:00;10.2;52;6;170;118;117;1700;232
