CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;12;9;37;2;340;14
01:00;3.1;25;18;52;3;430;28
02:00;1.1;19;17;24;3;280;23
03:00;0.4;17;11;14;3;260;19
04:00;0.4;20;9;7;1;300;21
05:00;0.4;24;7;6;2;280;25
06:00;0.4;19;8;14;4;270;24
07:00;0.4;13;7;18;4;280;19
08:00;0.4;22;11;15;5;350;28
09:00;0.4;27;11;12;9;460;40
10:00;0.4;25;13;12;9;460;39
11:00;0.4;28;14;14;9;480;41
12:00;0.4;24;12;10;9;430;37
13:00;0.4;17;11;7;8;480;29
14:00;0.4;15;8;13;7;390;25
15:00;0.4;17;8;13;8;400;28
16:00;0.4;23;9;14;7;430;33
17:00;0.4;21;7;25;7;320;31
18:00;0.4;21;9;27;6;390;30
19:00;0.4;26;9;34;6;500;35
20:00;0.4;28;10;32;7;450;38
21:00;0.4;18;10;43;5;300;24
22:00;0.4;14;9;20;4;;19
23:00;0.4;13;8;17;4;400;18
