CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;14.3;45;28;242;115;2730;220
01:00;5.3;37;22;99;31;1250;83
02:00;4.3;36;23;103;20;1210;65
03:00;4.3;37;23;101;19;1180;64
04:00;4.3;36;23;112;19;1170;64
05:00;4.3;36;24;100;15;1110;58
06:00;4.3;35;24;95;23;1220;70
07:00;4.3;38;26;89;49;1540;112
08:00;4.3;38;20;115;56;1580;122
09:00;4.8;40;22;111;58;1430;128
10:00;4.3;45;26;118;78;1490;164
11:00;4.3;47;29;116;64;1400;144
12:00;3.7;45;24;100;30;830;90
13:00;2.1;45;26;83;26;740;83
14:00;1.7;46;30;82;29;890;90
15:00;2.1;56;31;86;48;1200;128
16:00;2.7;55;23;93;41;1150;118
17:00;3.2;59;20;92;59;1350;149
18:00;4.3;63;21;126;81;1630;187
19:00;5.4;66;23;168;126;1970;258
20:00;6.5;62;21;181;172;2230;325
21:00;8;58;16;202;99;1940;209
22:00;8;59;17;203;173;2610;322
23:00;9.3;55;25;226;192;3490;347
