CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;14;2;11;4;1;200;16
01:00;12;3;11;4;0;210;12
02:00;14;10;4;4;0;190;15
03:00;14;7;4;4;0;250;14
04:00;13;6;4;4;0;270;13
05:00;18;7;4;4;1;230;21
06:00;23;7;4;4;4;310;31
07:00;21;6;4;4;6;330;31
08:00;28;4;4;4;9;340;42
09:00;30;6;4;4;8;370;43
10:00;24;4;4;4;6;350;34
11:00;26;3;4;4;8;360;38
12:00;21;4;4;4;7;310;31
13:00;18;5;4;4;7;;28
14:00;17;5;5;4;6;210;27
15:00;21;4;4;4;5;220;30
16:00;24;1;4;4;8;260;35
17:00;19;2;4;4;6;260;30
18:00;23;4;5;4;8;260;36
19:00;22;4;7;4;6;230;31
20:00;18;2;7;4;4;220;24
21:00;25;4;8;4;6;230;35
22:00;26;3;11;4;6;280;35
23:00;20;2;12;4;4;250;28
