CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;20;12;39;19;1;480;22
01:00;8;7;24;13;1;210;9
02:00;11;3;48;23;23;740;47
03:00;8;3;46;22;25;710;46
04:00;8;3;46;23;27;700;49
05:00;;;47;25;;;
06:00;16;3;34;18;22;640;48
07:00;21;3;35;21;41;750;84
08:00;24;3;79;49;39;740;83
09:00;22;5;44;23;10;;36
10:00;15;;31;14;5;;22
11:00;10;3;22;10;3;390;14
12:00;10;3;16;7;3;360;13
13:00;8;3;18;8;2;350;11
14:00;7;3;18;7;3;380;11
15:00;7;4;16;7;2;400;10
16:00;9;9;17;6;3;460;14
17:00;7;7;16;6;3;450;11
18:00;10;7;25;9;2;450;12
19:00;11;8;25;8;2;410;13
20:00;8;5;32;13;1;370;10
21:00;11;6;29;16;1;280;11
22:00;18;10;30;17;2;410;20
23:00;12;7;28;14;2;310;15
