CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.2;25;4;82;0;640;25
01:00;5.7;33;2;75;1;700;34
02:00;1;13;4;37;2;350;17
03:00;1;17;3;37;1;370;18
04:00;1;20;4;21;1;330;22
05:00;1;21;6;33;2;380;23
06:00;1;32;7;40;8;520;43
07:00;1.6;38;8;31;13;570;58
08:00;2;18;5;26;9;460;31
09:00;1.4;11;2;19;5;400;19
10:00;2;12;3;19;7;470;23
11:00;1;13;1;25;6;420;22
12:00;1;11;2;14;7;410;21
13:00;0.7;14;4;22;7;510;24
14:00;1;15;7;17;7;540;25
15:00;1;14;11;19;8;500;26
16:00;1;15;10;19;7;410;25
17:00;1;16;9;23;6;420;25
18:00;1;17;9;24;6;410;26
19:00;1;21;8;36;6;;30
20:00;1;30;9;26;6;420;38
21:00;1.6;43;9;47;7;570;54
22:00;2.8;55;7;60;6;740;63
23:00;6.3;48;5;76;3;720;52
