CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;21;12;49;37;9;390;33
01:00;2.1;24;11;50;33;7;260;35
02:00;1.9;27;12;45;30;9;280;40
03:00;2.7;29;11;41;28;9;420;42
04:00;1.5;16;13;30;22;2;360;19
05:00;1.3;14;14;36;26;3;;18
06:00;0.9;12;11;35;26;2;310;16
07:00;0.9;9;9;33;25;1;180;10
08:00;0.8;19;15;41;29;5;370;25
09:00;1.4;25;13;49;31;9;400;39
10:00;2.3;24;12;57;36;10;440;39
11:00;1.7;17;18;43;29;7;380;28
12:00;1.7;17;13;44;30;7;400;27
13:00;2.2;20;11;51;33;8;410;32
14:00;3;25;15;48;32;10;480;40
15:00;2.6;26;10;50;35;9;390;40
16:00;2.3;25;9;51;37;8;370;36
17:00;2.2;22;8;48;36;6;360;31
18:00;2;16;10;43;34;2;320;19
19:00;2;18;10;46;37;4;;23
20:00;2.2;16;10;47;39;1;380;17
21:00;2.8;16;11;52;44;1;430;17
22:00;3;12;9;43;36;0;380;13
23:00;2.1;15;13;42;35;1;380;16
