CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.2;14;2;57;1;460;15
01:00;0;18;3;37;1;520;19
02:00;14.7;38;8;170;11;1290;55
03:00;21.9;23;7;121;4;650;29
04:00;6.2;16;6;62;6;;27
05:00;2.9;25;6;30;21;810;58
06:00;3.8;31;5;47;17;860;58
07:00;10.9;38;4;83;23;1160;74
08:00;17.9;30;4;84;11;760;47
09:00;3.4;44;6;60;14;700;65
10:00;0.7;19;8;44;4;480;25
11:00;0;11;7;48;2;370;15
12:00;0;11;7;21;3;310;16
13:00;0;12;5;20;3;260;18
14:00;0;16;4;13;4;240;22
15:00;0;7;3;24;1;160;9
16:00;0;7;4;39;1;150;9
17:00;0;11;3;38;1;220;13
18:00;0;23;3;38;2;320;26
19:00;0;35;3;51;4;500;42
20:00;0.3;60;3;67;12;850;77
21:00;1;42;2;64;4;640;49
22:00;1;30;3;51;1;660;32
23:00;0.5;20;2;57;1;570;21
