CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;9.84202;48.5402;1;146.613;93.094;49.6354;1436.51;1060.27;124.4
00:00;11.2803;43.4958;1.35665;164.523;112.454;40.8292;1577.23;1211.73;105.9
01:00;13.9881;42.9166;1.47796;196.842;134.397;76.4536;1878.29;1395.88;159.7
02:00;13.635;37.1143;1.10736;193.172;142.364;72.353;2221.76;1618.02;147.7
03:00;12.5977;48.5413;8.54675;178.874;132.445;55.6425;2092.74;1750.03;133.6
04:00;11.1754;55.8267;25.6299;168.088;127.56;21.9153;1706.59;1773.1;89.3
05:00;10.8807;53.2744;28.301;171.015;130.793;24.5638;1741.06;1775.14;90.8
06:00;10.929;55.3755;23.7259;162.568;122.828;39.4035;1755.43;1801.2;115.6
07:00;10.8611;56.1141;23.4618;168.584;126.008;61.2332;1933.07;1863.27;149.7
08:00;8.69898;59.7244;24.2777;150.855;108.794;68.0284;1782.71;1888.96;163.7
09:00;6.07595;64.0329;22.8811;130;85.543;63.6635;1546.48;1847.48;161.3
10:00;4.65331;53.8132;18.8895;107.789;68.2919;33.2592;1148.23;1713.29;104.6
11:00;3.93158;45.0804;20.4555;89.781;60.5736;22.2929;1049.95;1582.94;79.1
12:00;4.01239;43.6881;20.5029;89.9434;60.252;18.8747;1011.53;1496.06;72.5
13:00;3.56737;49.3113;20.5473;82.3054;53.6485;22.958;994.14;1402.69;84.4
14:00;3.71998;52.0442;20.6138;88.9889;58.2714;24.0574;1056.93;1315.38;88.8
15:00;3.77806;54.5832;21.611;88.729;58.1286;27.8507;1088.89;1209.86;97.1
16:00;3.02052;53.1819;17.4937;78.026;49.8189;21.7058;1023.69;1114.98;86.4
17:00;2.9894;62.1167;11.6684;73.5983;43.7928;28.337;953.866;1040.9;105.4
18:00;3.06372;62.8038;10.8103;74.9566;46.0408;24.9712;890.439;1008.68;101
19:00;3.62672;72.3167;15.0245;84.1002;53.0388;35.3632;1003.34;1002.85;126.4
20:00;3.87484;62.8266;18.8925;84.9013;56.4363;26.3443;1021.92;1004.15;103.1
21:00;3.7373;54.9716;20.6863;81.5012;56.5642;12.3723;939.53;997.326;73.9
22:00;4.25925;49.1285;20.6493;89.6926;61.0104;9.77544;940.89;982.821;64.1
23:00;4.90053;41.0083;18.7808;96.8177;72.7744;10.6508;983.723;969.675;57.3
00:00;4.72276;29.2747;18.0781;93.8512;72.4311;3.84388;935.142;958.606;35.2
