CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.2;30;8;20;1;290;32
01:00;0.3;29;8;28;2;260;31
02:00;3.3;24;4;61;3;590;29
03:00;3;38;3;55;4;720;45
04:00;3;43;4;73;4;1160;49
05:00;5.8;35;4;117;6;700;44
06:00;3.7;26;6;80;4;510;33
07:00;1.1;36;5;62;11;880;53
08:00;5.1;39;6;100;16;1010;65
09:00;6.6;32;5;116;8;730;46
10:00;3.3;33;11;108;8;660;45
11:00;1.9;19;12;64;4;380;25
12:00;0.8;16;10;41;2;360;19
13:00;0.8;18;9;32;3;410;22
14:00;1.6;16;12;30;2;330;19
15:00;1.1;15;9;40;2;330;18
16:00;0.8;16;9;17;2;280;19
17:00;0;21;7;29;3;280;25
18:00;0.2;23;6;29;3;320;28
19:00;1.1;26;7;15;3;380;31
20:00;0.3;25;7;14;2;370;28
21:00;0;38;8;21;4;510;43
22:00;0;37;11;32;3;410;41
23:00;0;33;11;28;2;;35
