CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.5;18;6;2;340;19
01:00;14.6;45;9;13;780;64
02:00;0;9;3;1;270;9
03:00;0;10;3;1;280;11
04:00;0;10;5;1;280;10
05:00;0;16;5;2;330;17
06:00;0;16;5;2;290;17
07:00;0;15;5;2;280;16
08:00;0;13;6;3;320;16
09:00;0;9;4;2;320;11
10:00;0;11;6;5;410;16
11:00;0;13;6;4;430;18
12:00;0;19;4;6;430;27
13:00;0;20;6;9;450;32
14:00;0;20;8;8;;30
15:00;0;24;13;7;390;33
16:00;0;33;17;11;460;49
17:00;0;35;18;10;480;49
18:00;0;42;18;11;570;58
19:00;0.5;67;20;14;690;87
20:00;1;54;11;3;610;56
21:00;1;74;9;40;920;134
22:00;3;67;9;24;700;103
23:00;1.8;60;12;33;670;110
