CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.2;73;27;117;88;37;740;130
01:00;5.2;53;13;85;66;11;740;70
02:00;5.8;53;10;89;67;11;700;69
03:00;4.5;37;11;61;44;4;490;42
04:00;2.6;19;14;18;13;1;280;20
05:00;0.5;10;14;12;8;0;230;10
06:00;0.4;15;14;13;8;2;200;17
07:00;0.8;24;13;19;9;4;260;29
08:00;;25;12;25;9;5;290;32
09:00;;29;10;35;11;8;880;40
10:00;;27;9;20;11;8;560;37
11:00;;23;11;20;12;6;;31
12:00;;38;9;27;18;10;;53
13:00;0.4;45;8;38;26;15;;67
14:00;7.2;;;33;21;;;
15:00;2.6;;;24;17;;350;
16:00;2.6;45;;39;28;17;;71
17:00;3.4;58;10;54;39;22;320;92
18:00;4.3;76;12;68;49;33;370;127
19:00;5.2;63;15;72;54;17;330;87
20:00;5.3;68;18;74;54;21;430;99
21:00;5;70;21;78;57;24;420;107
22:00;6;77;21;99;71;48;690;150
23:00;7.2;73;24;108;79;37;780;130
