CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;30;5;82;40;1230;90
01:00;1.4;7;3;82;0;140;7
02:00;0.7;8;4;82;0;140;8
03:00;1;13;1;82;1;220;15
04:00;1.1;12;4;82;0;290;13
05:00;1.2;12;5;82;0;310;12
06:00;0.4;14;4;82;0;220;14
07:00;0.7;21;6;82;1;220;22
08:00;1.1;20;7;82;1;260;21
09:00;1.4;17;10;82;2;250;20
10:00;1.3;20;17;82;6;350;28
11:00;1.8;18;23;82;4;450;24
12:00;2;;;82;;;
13:00;1.9;38;;82;23;460;73
14:00;2;35;48;82;14;540;55
15:00;2.5;37;49;82;10;660;51
16:00;0.5;30;24;82;3;500;35
17:00;0.4;35;13;82;3;590;38
18:00;0.4;46;6;82;43;900;111
19:00;0.4;51;5;82;69;;156
20:00;0.4;48;7;82;122;2240;233
21:00;0.4;43;6;82;82;2290;168
22:00;0.4;42;7;82;38;1130;101
23:00;0.4;30;4;82;40;1390;90
