CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;31;15;63;48;28;710;74
01:00;41;27;117;89;5;1140;48
02:00;31;22;122;92;4;1130;36
03:00;34;13;113;85;14;1040;55
04:00;29;7;115;84;24;1090;65
05:00;32;8;111;84;18;1160;58
06:00;33;10;94;66;13;980;53
07:00;43;11;95;66;49;1360;117
08:00;46;9;86;57;47;930;118
09:00;53;16;76;50;29;770;97
10:00;49;16;74;46;24;620;86
11:00;47;16;75;46;23;510;82
12:00;47;12;54;35;27;520;87
13:00;43;11;44;31;21;520;75
14:00;41;11;48;35;18;500;69
15:00;41;14;53;39;14;;62
16:00;51;14;54;40;21;560;83
17:00;;;83;62;;;
18:00;60;19;93;70;55;980;145
19:00;53;24;91;69;33;920;104
20:00;40;18;67;50;21;660;72
21:00;38;21;67;51;15;650;61
22:00;38;21;61;47;23;650;71
23:00;31;16;71;53;19;660;60
