CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15;7;29;20;1;330;15
01:00;15;7;28;19;1;330;16
02:00;17;5;17;12;1;290;18
03:00;15;4;25;19;1;290;16
04:00;13;4;21;15;1;260;13
05:00;14;5;27;21;1;270;15
06:00;19;6;26;20;5;360;26
07:00;35;7;29;22;16;510;59
08:00;36;9;28;20;21;500;67
09:00;31;11;30;19;18;480;58
10:00;28;10;25;14;14;400;48
11:00;25;10;17;9;10;340;40
12:00;26;19;15;7;8;280;37
13:00;31;28;15;5;11;260;48
14:00;27;13;10;4;7;250;36
15:00;23;3;8;3;7;270;33
16:00;25;12;6;3;6;270;34
17:00;24;4;7;3;5;260;31
18:00;18;4;11;3;2;240;20
19:00;17;6;26;13;1;310;17
20:00;19;8;33;15;1;410;20
21:00;22;9;47;22;1;440;23
22:00;23;8;47;30;1;420;25
23:00;17;7;31;21;1;330;18
