CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;27;2;43;2;300;29
01:00;0.4;23;4;49;2;280;25
02:00;3;48;3;40;11;340;65
03:00;1.5;40;3;25;6;260;49
04:00;1;36;2;23;5;210;45
05:00;0.8;34;2;10;7;220;44
06:00;0.7;28;2;19;21;220;61
07:00;0.5;36;2;34;23;270;72
08:00;1.1;40;2;34;17;340;68
09:00;5;42;2;72;14;440;64
10:00;3;28;5;78;6;560;37
11:00;1.1;19;5;42;3;170;25
12:00;0.5;17;7;;3;250;23
13:00;1;16;5;;2;230;20
14:00;0.4;16;6;16;2;190;20
15:00;0.4;16;5;17;2;240;21
16:00;0.4;18;6;31;2;290;22
17:00;0.5;14;3;32;3;230;19
18:00;0.7;15;3;14;2;;18
19:00;0.4;16;3;12;2;280;19
20:00;0.4;22;4;14;2;270;24
21:00;0.4;24;2;21;2;270;27
22:00;0.4;27;3;29;2;290;29
23:00;0.4;32;2;31;2;340;36
