CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.6;18;4;4;240;24
01:00;2.9;21;3;4;350;27
02:00;2.4;17;6;3;280;21
03:00;2.1;14;6;3;260;18
04:00;1.6;11;3;2;220;14
05:00;1.6;11;4;3;200;14
06:00;1.6;14;3;8;250;26
07:00;2;27;3;23;440;61
08:00;2.9;41;6;40;;102
09:00;3.4;40;8;40;530;101
10:00;3.4;35;15;36;480;90
11:00;2.9;29;20;28;400;72
12:00;2.5;24;13;20;380;53
13:00;2.4;24;11;18;370;52
14:00;2.4;24;4;21;370;55
15:00;2.5;26;5;22;400;60
16:00;2.6;33;4;26;500;72
17:00;3.2;35;6;33;570;86
18:00;3.9;35;6;21;420;67
19:00;2.8;34;5;17;270;60
20:00;2.8;29;4;11;280;46
21:00;2.5;30;5;10;290;45
22:00;2.5;27;3;7;270;38
23:00;2.6;26;5;7;260;36
