CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;31;2;78;52;51;730;109
01:00;23;2;76;53;23;550;59
02:00;22;1;42;28;6;240;31
03:00;18;2;45;31;5;200;25
04:00;12;2;50;35;2;170;15
05:00;14;2;36;24;6;180;24
06:00;16;2;67;39;29;260;61
07:00;15;1;63;40;41;390;79
08:00;32;3;63;41;53;610;113
09:00;44;4;73;46;71;700;152
10:00;39;8;65;41;23;520;76
11:00;37;16;53;33;12;590;56
12:00;38;20;32;18;11;490;55
13:00;23;8;17;8;5;430;31
14:00;22;8;18;4;4;400;29
15:00;39;9;20;5;11;390;56
16:00;28;10;13;5;5;160;36
17:00;35;12;16;6;7;160;46
18:00;46;13;18;7;8;;57
19:00;51;12;21;8;7;240;62
20:00;23;3;54;33;2;320;26
21:00;54;3;109;73;53;850;135
22:00;52;3;56;34;46;680;121
23:00;40;3;77;46;71;860;148
