CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8;4;19;14;0;420;8
01:00;17;3;23;16;1;540;19
02:00;8;4;23;17;0;400;8
03:00;6;4;20;15;0;350;6
04:00;7;3;18;14;0;350;7
05:00;8;3;17;13;0;340;8
06:00;8;2;22;16;0;360;8
07:00;8;3;24;17;0;350;8
08:00;8;3;25;18;0;330;8
09:00;8;3;30;23;0;340;8
10:00;8;3;30;22;1;340;9
11:00;8;4;28;21;0;340;8
12:00;8;3;26;19;0;350;8
13:00;8;3;25;19;0;370;8
14:00;9;3;29;22;1;370;9
15:00;7;4;27;20;0;370;7
16:00;8;3;27;19;1;390;8
17:00;10;3;22;16;1;420;10
18:00;17;3;23;16;2;440;19
19:00;18;3;23;16;2;480;20
20:00;12;3;19;15;1;440;13
21:00;16;3;21;15;1;480;17
22:00;22;3;22;16;2;520;24
23:00;;3;19;14;;540;
