CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.2;45;3;31;5;430;53
01:00;2.2;21;3;28;2;270;24
02:00;0.6;11;6;25;1;;12
03:00;0.4;13;7;35;1;260;16
04:00;0.4;14;6;30;2;250;17
05:00;0.4;15;7;13;2;280;18
06:00;0.4;22;9;9;11;380;39
07:00;0.4;30;10;31;21;490;62
08:00;0.9;31;12;23;18;500;59
09:00;0.9;23;9;18;13;440;43
10:00;0.9;32;5;13;18;450;60
11:00;0.9;22;7;24;16;370;47
12:00;0.9;20;9;18;9;330;35
13:00;0.6;20;7;20;9;320;34
14:00;0.4;29;5;17;12;330;47
15:00;0.9;32;4;8;14;480;53
16:00;1;46;5;15;26;680;86
17:00;1.8;34;8;20;16;470;58
18:00;0.9;28;10;20;12;440;46
19:00;0.9;25;6;16;9;360;39
20:00;0.9;34;3;17;8;430;45
21:00;0.9;38;3;47;7;390;48
22:00;1;43;2;27;10;480;57
23:00;1.8;42;3;27;7;450;53
