CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.6;24;14;79;54;2;820;27
01:00;2.6;28;12;50;34;3;690;33
02:00;2.6;32;13;53;35;5;500;40
03:00;2.5;19;10;47;33;2;440;22
04:00;2.6;32;10;56;38;8;590;44
05:00;2.7;41;10;55;37;15;;64
06:00;2.2;36;8;47;32;12;500;53
07:00;2.2;27;10;43;29;7;700;37
08:00;2.3;29;8;50;33;9;560;43
09:00;3.1;30;12;55;35;11;740;47
10:00;3.6;30;14;61;36;14;620;52
11:00;2.4;18;13;49;32;5;470;26
12:00;2.2;18;10;46;29;5;250;26
13:00;2.1;15;13;47;29;4;190;21
14:00;2;20;14;51;30;6;220;28
15:00;2.1;24;15;45;29;7;220;34
16:00;2.4;22;12;41;28;3;170;26
17:00;2.6;24;9;47;34;1;180;26
18:00;3;24;9;58;42;1;310;25
19:00;3.5;21;9;59;45;1;320;22
20:00;3.6;23;11;60;45;1;270;24
21:00;3.6;24;13;58;44;1;290;25
22:00;3.5;25;16;73;50;2;640;26
23:00;3.6;31;21;78;54;3;990;35
