CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;4;32;24;6;480;41
01:00;36;18;149;114;41;1440;97
02:00;30;17;159;123;29;1420;74
03:00;32;17;153;118;25;1310;70
04:00;19;10;152;116;30;1250;65
05:00;21;8;150;115;71;1380;129
06:00;15;7;145;111;78;1310;134
07:00;26;7;171;131;144;1960;245
08:00;20;7;196;150;106;1690;182
09:00;18;6;196;149;108;1700;183
10:00;38;10;195;148;200;2300;343
11:00;46;17;176;129;148;1600;272
12:00;54;15;135;95;90;1430;192
13:00;53;15;140;97;76;1540;168
14:00;55;13;115;83;66;1310;155
15:00;47;8;100;71;59;1010;137
16:00;48;7;108;77;66;1070;148
17:00;41;6;116;85;73;1170;153
18:00;52;7;133;98;102;1370;208
19:00;40;17;56;42;41;710;102
20:00;35;15;70;52;42;790;99
21:00;14;7;22;16;7;;24
22:00;10;5;18;13;3;290;15
23:00;24;5;27;20;8;400;36
