CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.2;26;4;63;1;310;27
01:00;0.7;12;4;55;1;230;12
02:00;2.7;56;3;99;11;690;73
03:00;2.1;36;3;105;3;480;41
04:00;1.2;26;2;84;3;460;31
05:00;1.2;31;2;74;2;480;35
06:00;1.2;44;2;65;12;540;62
07:00;1.2;32;2;65;4;440;39
08:00;0.7;17;2;63;3;350;21
09:00;0.5;;3;;;;
10:00;2;;;;;;
11:00;3.9;33;4;;6;;41
12:00;2.8;13;4;84;2;280;16
13:00;0.5;11;3;56;2;250;14
14:00;0.5;10;4;48;2;230;11
15:00;0.5;9;4;40;2;320;11
16:00;0.5;17;3;42;3;490;21
17:00;1;12;5;36;1;370;13
18:00;0.7;10;3;43;1;280;11
19:00;0.5;12;4;39;1;320;12
20:00;0.5;14;4;49;1;310;15
21:00;0.5;24;3;42;2;360;25
22:00;1.7;50;4;47;4;550;56
23:00;2.4;48;5;68;4;450;53
