CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;12;12;25;21;0;4300;12
01:00;26.2;41;10;283;236;204;;354
02:00;26.3;39;10;280;234;229;4520;389
03:00;26.2;43;10;261;220;254;4630;432
04:00;27.6;46;12;265;201;235;4120;406
05:00;22.9;45;13;339;201;147;3160;271
06:00;17;43;12;244;172;144;2890;263
07:00;16.4;53;17;155;129;122;2440;239
08:00;12.8;50;;160;138;168;2620;307
09:00;13.5;71;;160;137;290;2790;515
10:00;14.9;71;13;194;163;276;2850;494
11:00;16.7;73;14;206;171;193;2890;368
12:00;17.8;79;21;173;142;122;2310;267
13:00;13.9;85;20;305;157;119;2210;268
14:00;26.8;88;25;308;153;100;2070;241
15:00;20.9;89;24;210;132;100;1990;243
16:00;20.4;98;18;188;135;176;2640;368
17:00;22.1;119;16;193;143;491;4560;870
18:00;30;102;15;267;200;436;4540;770
19:00;47.6;80;15;142;110;189;2310;370
20:00;23.4;50;10;60;50;25;900;89
21:00;6.2;29;10;37;31;3;510;34
22:00;3.1;28;9;36;29;3;510;34
23:00;2;20;11;35;28;0;500;22
