CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.7;40;4;82;4;720;47
01:00;3.3;34;4;67;4;700;41
02:00;4.7;33;5;50;13;660;53
03:00;5;31;6;60;11;520;48
04:00;3.1;25;7;42;18;580;52
05:00;4.9;26;6;43;22;580;59
06:00;4.6;19;5;45;24;580;56
07:00;4.6;36;5;68;36;700;92
08:00;4.9;46;3;72;22;730;80
09:00;3.5;28;4;56;6;500;38
10:00;1.1;18;4;29;3;400;22
11:00;0.8;14;3;28;3;390;18
12:00;0.4;13;4;25;2;330;16
13:00;0.4;13;4;20;2;350;16
14:00;0.4;13;5;39;2;340;15
15:00;0.5;21;5;45;3;470;24
16:00;0.8;20;4;21;2;;24
17:00;0.6;10;4;24;1;350;12
18:00;0.4;22;3;22;4;510;30
19:00;0.8;24;3;28;4;450;30
20:00;0.8;29;4;38;2;450;33
21:00;0.8;22;4;40;1;470;24
22:00;0.9;35;5;31;4;550;41
23:00;2;28;3;76;10;700;43
