CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;13.3;58;9;286;56;1630;142
01:00;9.6;67;12;261;38;1460;125
02:00;7.3;63;5;204;25;1130;101
03:00;5;55;3;185;12;1100;73
04:00;4;45;4;151;13;950;65
05:00;3.3;42;4;133;9;840;54
06:00;3;51;4;135;73;1170;162
07:00;3.5;;;144;;;
08:00;3.6;57;8;174;119;1540;239
09:00;4.8;71;13;208;94;1600;215
10:00;5.2;81;17;217;65;1540;180
11:00;5.5;79;20;220;39;1280;138
12:00;3.8;35;23;162;7;690;46
13:00;0.9;27;25;109;4;570;34
14:00;0.4;29;27;88;6;610;37
15:00;0.4;34;30;88;8;640;45
16:00;0.4;35;40;81;4;580;41
17:00;0.4;33;34;81;3;530;36
18:00;0.4;19;19;89;0;490;19
19:00;0.4;22;17;82;0;520;22
20:00;0.4;59;19;101;8;670;71
21:00;1.8;68;15;146;25;860;106
22:00;3;95;12;182;96;1500;241
23:00;7.8;81;10;271;170;2470;340
