CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.4;62;6;39;21;21;380;94
01:00;1.3;13;6;8;3;1;200;14
02:00;1.6;17;4;40;26;1;330;19
03:00;1.8;18;4;25;14;1;280;19
04:00;0.6;18;4;22;13;1;270;19
05:00;1.7;16;6;30;16;0;510;16
06:00;6.5;14;10;31;17;0;550;15
07:00;3.3;21;9;38;23;1;380;21
08:00;4.2;31;12;101;45;3;860;36
09:00;16.7;33;17;113;47;7;1110;43
10:00;14.5;;17;90;40;;890;
11:00;12.2;25;12;50;22;3;410;30
12:00;3.1;21;16;28;12;2;210;24
13:00;0.6;34;23;23;7;5;230;42
14:00;0.6;26;15;18;5;3;230;30
15:00;0.6;40;11;15;4;6;250;47
16:00;0.6;34;11;15;4;3;220;38
17:00;0.6;42;10;18;5;5;260;49
18:00;0.9;50;9;19;5;5;;57
19:00;1;37;7;15;3;3;180;42
20:00;0.9;55;7;23;7;2;230;59
21:00;2.2;82;7;86;58;14;600;103
22:00;3.9;61;6;61;38;13;460;80
23:00;2.6;53;6;46;27;18;360;80
