CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;3;88;45;36;860;94
01:00;31;3;78;50;23;790;66
02:00;24;8;74;43;6;790;32
03:00;24;4;56;30;6;;33
04:00;37;4;64;34;10;340;51
05:00;25;3;64;35;10;300;39
06:00;37;2;78;37;20;420;66
07:00;52;2;71;41;37;510;107
08:00;50;11;122;37;27;840;91
09:00;43;32;127;57;13;1500;64
10:00;37;25;124;48;11;890;54
11:00;28;25;100;43;8;620;39
12:00;27;25;77;36;8;470;39
13:00;17;18;49;22;6;250;25
14:00;14;15;42;17;5;170;21
15:00;16;15;41;15;4;130;22
16:00;15;7;67;16;4;130;21
17:00;47;5;39;19;14;350;68
18:00;42;9;77;31;13;690;61
19:00;16;6;40;26;5;260;23
20:00;28;4;34;16;5;270;37
21:00;39;3;46;19;11;400;56
22:00;;2;65;25;;540;
23:00;;;75;37;;;
