CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.5;50;6;79;28;1060;93
01:00;3.8;38;3;67;4;710;44
02:00;2.5;31;5;41;31;810;78
03:00;2.4;26;4;48;41;810;89
04:00;3;21;3;55;18;650;49
05:00;1.7;23;4;51;5;470;31
06:00;2.3;22;4;39;7;;32
07:00;1.7;16;3;35;3;450;21
08:00;0.8;12;2;29;2;440;16
09:00;0.4;26;4;45;10;1050;42
10:00;5.7;28;4;73;9;1020;42
11:00;5.4;17;4;56;4;610;23
12:00;1.7;14;5;50;2;490;17
13:00;1.1;9;6;39;1;390;11
14:00;1.4;12;6;31;2;400;13
15:00;1.1;14;7;29;2;460;17
16:00;1;14;12;29;2;470;17
17:00;1.4;13;13;39;1;510;16
18:00;1.6;12;13;37;1;610;14
19:00;2.4;16;10;40;1;490;18
20:00;5.2;22;10;56;1;630;22
21:00;8.2;45;11;72;8;1000;58
22:00;25.1;75;10;95;61;1920;169
23:00;15.4;55;8;107;24;1370;91
