CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;9;79;58;17;990;68
01:00;21;10;54;41;2;380;24
02:00;11;3;18;15;2;;13
03:00;9;3;19;15;2;440;11
04:00;9;3;18;13;2;430;10
05:00;10;3;18;14;2;440;12
06:00;16;2;22;17;5;530;23
07:00;22;4;31;23;6;700;30
08:00;24;5;33;22;7;640;33
09:00;29;5;26;19;10;650;43
10:00;26;7;18;14;12;680;44
11:00;27;8;18;13;13;770;46
12:00;31;8;17;12;14;760;51
13:00;28;8;21;13;10;780;43
14:00;32;9;26;16;12;820;49
15:00;31;8;26;16;9;690;44
16:00;28;7;27;17;7;670;39
17:00;38;8;32;19;10;640;52
18:00;46;7;41;25;15;760;68
19:00;51;6;49;31;15;820;74
20:00;61;8;58;35;20;930;91
21:00;64;10;65;41;24;1030;101
22:00;58;9;69;46;21;1000;88
23:00;52;10;71;49;17;1060;78
