CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.3;33;4;84;3;380;37
01:00;1.9;29;4;54;2;340;32
02:00;0.4;22;8;36;0;350;22
03:00;0.4;23;10;37;2;350;26
04:00;0.4;32;10;38;4;390;38
05:00;0.4;34;7;45;3;360;38
06:00;0.4;46;6;37;26;630;85
07:00;0.7;60;10;63;66;810;160
08:00;2;52;13;82;48;790;124
09:00;2;43;15;84;34;660;94
10:00;0.9;29;10;51;16;430;52
11:00;;31;12;35;11;;47
12:00;;29;9;41;12;;48
13:00;;27;12;38;11;560;44
14:00;;25;9;22;11;580;42
15:00;1.9;26;10;12;14;490;46
16:00;1.5;25;11;20;13;370;45
17:00;1.6;26;5;18;11;410;41
18:00;1.5;28;5;29;10;410;44
19:00;2;36;3;29;11;460;52
20:00;1.5;49;3;32;11;520;66
21:00;2.6;78;4;60;44;;145
22:00;5.3;70;4;87;39;860;130
23:00;7.9;57;6;124;57;840;144
