CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.8;15;4;87;91;1090;154
01:00;5.1;11;4;72;95;990;156
02:00;3.3;23;3;66;54;;104
03:00;3.6;33;4;57;37;810;89
04:00;2.3;27;3;64;35;750;81
05:00;3;24;4;68;29;660;68
06:00;2.4;15;3;42;3;340;18
07:00;0.5;17;3;42;3;340;21
08:00;0.6;20;4;61;4;360;26
09:00;0.5;14;3;21;2;280;16
10:00;0.4;24;6;54;4;530;30
11:00;1.3;32;9;62;8;710;43
12:00;3;;10;84;;880;
13:00;3.5;;13;104;;;
14:00;3.4;40;;97;13;;60
15:00;3.1;34;14;71;9;830;47
16:00;1.7;24;8;52;3;400;29
17:00;0.7;24;4;58;1;280;26
18:00;0.7;41;4;48;36;680;96
19:00;2.6;44;3;68;68;980;148
20:00;3.6;34;4;70;116;1430;211
21:00;5.3;23;5;112;161;1820;269
22:00;7.1;20;6;108;154;1600;256
23:00;6.4;17;4;104;124;1380;206
