CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17;2;23;15;36;430;73
01:00;14;1;23;15;41;490;76
02:00;17;3;17;11;3;320;22
03:00;15;2;15;11;2;280;19
04:00;15;3;15;10;3;280;18
05:00;15;2;16;11;3;280;20
06:00;16;3;20;14;7;290;26
07:00;12;4;16;11;7;250;23
08:00;9;3;13;9;6;200;18
09:00;11;2;11;8;5;210;18
10:00;11;1;10;6;6;220;20
11:00;13;;13;9;6;260;21
12:00;14;3;18;13;7;290;25
13:00;16;4;21;14;10;350;30
14:00;16;5;22;15;10;370;31
15:00;15;4;24;16;8;320;26
16:00;14;6;24;17;7;330;24
17:00;18;8;25;17;10;420;33
18:00;13;5;19;13;6;290;22
19:00;9;4;16;11;4;220;14
20:00;14;1;16;10;3;250;18
21:00;9;2;28;20;3;380;13
22:00;13;2;30;22;3;390;17
23:00;14;2;26;18;15;340;37
