CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;13;4;46;1;550;14
01:00;1;22;3;39;1;940;23
02:00;0;19;2;21;3;460;23
03:00;0;14;2;28;1;400;16
04:00;0;19;2;16;6;;28
05:00;0;31;2;26;12;670;49
06:00;0.3;41;2;44;20;800;72
07:00;1;34;2;51;18;790;62
08:00;1;38;2;52;14;710;61
09:00;1;38;4;46;14;760;60
10:00;1;35;13;46;10;600;50
11:00;1;30;16;51;7;560;41
12:00;1;24;15;47;4;590;31
13:00;0.7;18;11;27;4;450;24
14:00;0;19;7;17;5;450;26
15:00;0;16;6;25;2;430;19
16:00;0;14;7;21;2;380;17
17:00;0;12;4;32;1;270;15
18:00;0;13;4;22;1;330;14
19:00;0;16;4;10;1;340;17
20:00;0;18;4;19;1;410;19
21:00;0;17;4;31;0;430;17
22:00;0;19;3;32;1;480;20
23:00;0;16;4;25;0;430;17
