CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;2;78;56;23;1100;85
01:00;44;3;78;53;21;1110;76
02:00;41;10;62;42;4;630;46
03:00;32;9;47;30;2;550;35
04:00;25;8;40;28;2;510;28
05:00;25;6;40;29;3;490;29
06:00;36;7;46;30;6;550;45
07:00;44;5;57;35;38;680;102
08:00;43;12;40;24;25;640;80
09:00;34;24;22;13;10;450;48
10:00;31;27;23;12;6;410;40
11:00;19;18;13;7;3;320;22
12:00;19;14;14;7;3;350;22
13:00;35;34;21;9;6;400;44
14:00;46;55;18;7;7;400;56
15:00;27;5;13;5;4;390;33
16:00;35;5;9;5;7;460;45
17:00;35;4;9;5;6;470;44
18:00;43;6;17;11;8;530;55
19:00;37;6;27;16;7;550;47
20:00;40;5;42;30;5;610;47
21:00;43;5;50;36;6;670;51
22:00;43;4;65;47;7;910;52
23:00;53;3;86;58;44;1110;120
