CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;24;12;34;1;380;25
01:00;0.1;21;12;21;0;370;22
02:00;3.5;35;4;58;15;800;57
03:00;3;30;3;66;8;680;42
04:00;3;27;3;74;34;710;78
05:00;3;26;3;112;57;910;112
06:00;3;31;4;63;90;1050;168
07:00;3.1;40;7;78;123;1460;228
08:00;5;56;9;147;73;1310;167
09:00;15;41;20;102;24;970;77
10:00;2.9;17;10;87;4;320;23
11:00;1;18;22;29;4;;24
12:00;1;15;19;10;3;330;19
13:00;0.5;14;14;7;3;360;18
14:00;0.6;15;19;12;3;310;19
15:00;1;16;20;19;3;300;20
16:00;0.1;24;30;22;4;310;29
17:00;0.5;24;31;36;4;330;30
18:00;0;20;18;64;2;320;22
19:00;0.1;30;11;35;1;410;31
20:00;2;38;4;25;7;450;49
21:00;0.6;55;9;34;5;580;62
22:00;2;44;7;46;6;560;52
23:00;1;21;7;61;0;390;22
