CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21.2;27;2;133;25;;64
01:00;9.8;23;2;103;18;990;51
02:00;2.7;21;2;67;8;480;34
03:00;1.7;15;1;52;12;470;34
04:00;2;15;2;41;9;410;28
05:00;1.1;18;2;60;34;480;70
06:00;1;14;1;64;38;520;71
07:00;2;17;3;60;71;680;126
08:00;2.5;40;4;95;80;910;163
09:00;2.2;40;5;87;26;550;80
10:00;1.7;30;7;53;11;400;46
11:00;1;34;60;58;10;370;48
12:00;0.1;23;51;50;5;260;31
13:00;0;10;20;35;2;240;13
14:00;0;13;12;24;3;290;17
15:00;0;8;11;32;1;230;11
16:00;0;10;11;25;1;260;11
17:00;0;21;12;42;1;540;23
18:00;0.8;42;15;103;1;1020;45
19:00;21.7;73;32;192;1;1430;75
20:00;33.9;56;25;207;1;1180;58
21:00;22.9;23;9;149;1;400;25
22:00;4.1;48;5;115;14;1360;71
23:00;18.6;36;3;179;20;1610;67
