CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;41;14;150;114;50;1650;117
01:00;29;12;67;51;30;670;75
02:00;24;12;65;49;21;770;55
03:00;24;11;46;35;13;650;43
04:00;26;8;36;27;24;610;61
05:00;20;10;27;19;5;450;27
06:00;32;13;31;24;12;590;50
07:00;38;12;33;23;22;640;72
08:00;39;9;42;30;44;670;105
09:00;30;9;54;40;19;640;59
10:00;39;12;55;38;36;720;94
11:00;33;12;62;36;18;640;60
12:00;32;13;72;35;18;560;58
13:00;23;12;53;30;12;510;41
14:00;25;11;53;33;9;;38
15:00;38;11;65;39;15;790;60
16:00;52;10;45;31;38;950;110
17:00;57;9;43;32;44;1120;124
18:00;46;9;72;54;12;930;63
19:00;38;7;94;71;13;1000;58
20:00;40;7;109;76;68;1180;144
21:00;39;8;122;87;75;1340;154
22:00;38;11;113;86;26;1280;78
23:00;37;9;129;97;33;1230;86
