CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;10;46;40;4;370;28
01:00;16;25;234;214;94;1710;159
02:00;14;22;211;192;84;1590;142
03:00;13;19;201;185;75;1480;127
04:00;10;17;187;172;65;1380;109
05:00;13;14;170;154;75;1160;126
06:00;15;12;165;149;125;1350;205
07:00;;;;;;;
08:00;27;12;;;231;1360;378
09:00;36;9;;;210;1560;356
10:00;62;9;;;220;1690;398
11:00;73;9;;;128;990;268
12:00;70;8;;;66;510;170
13:00;58;17;;;27;360;99
14:00;59;27;;;24;410;95
15:00;49;17;;;9;200;62
16:00;80;18;118;92;154;980;314
17:00;126;13;;;476;3450;851
18:00;83;10;;;324;2420;579
19:00;62;16;;;272;2420;478
20:00;34;9;;;23;1180;68
21:00;29;5;;;9;;43
22:00;28;3;62;56;6;330;37
23:00;27;7;50;44;4;310;34
