CZAS;Benzen;Dwutlenek siarki;Pył zawieszony PM10;Tlenek węgla
00:00;0;8;11;220
01:00;0;5;8;210
02:00;2;5;49;500
03:00;1.5;4;28;360
04:00;1;4;26;390
05:00;0;4;16;320
06:00;0;5;20;300
07:00;0;4;18;310
08:00;0;2;12;290
09:00;0.5;3;17;320
10:00;0.5;4;14;350
11:00;0;4;9;360
12:00;0;5;7;290
13:00;0;4;9;400
14:00;0;3;11;250
15:00;0;3;17;210
16:00;0;5;12;
17:00;0;4;13;360
18:00;0;4;27;410
19:00;1;9;37;590
20:00;1.5;7;59;630
21:00;2;;49;
22:00;1.5;5;35;430
23:00;0.5;6;21;270
