CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.3;23;1;36;700;77
01:00;1.9;22;1;23;530;57
02:00;0.7;10;4;1;490;11
03:00;0.4;10;3;1;450;11
04:00;0.4;9;3;0;430;9
05:00;0.4;12;3;1;360;13
06:00;0.4;13;3;2;340;16
07:00;0.4;17;3;3;370;21
08:00;0.4;26;3;6;440;36
09:00;0.4;21;5;7;440;31
10:00;0.4;15;5;6;430;24
11:00;0.4;18;4;9;460;31
12:00;0.4;13;5;5;;21
13:00;0.4;15;6;6;300;23
14:00;0.4;16;7;5;300;23
15:00;0.4;14;5;4;220;19
16:00;0.4;17;6;5;260;24
17:00;0.4;19;7;3;210;24
18:00;0.4;41;6;10;350;55
19:00;1.8;;2;;660;
20:00;1.8;47;2;45;610;114
21:00;2.6;42;1;61;800;135
22:00;2.6;32;2;71;800;140
23:00;2.9;29;2;62;750;122
