CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;1;7;11;6;5;2;330;400;10
00:00;1;4;8;4;4;1;290;370;6
01:00;1.1;7;9;8;6;1;300;348.75;9
02:00;1.1;7;10;9;7;1;280;335;9
03:00;1.1;6;10;9;7;1;270;320;8
04:00;1.1;7;9;11;9;1;260;305;9
05:00;1.2;9;9;13;9;1;270;293.75;11
06:00;1.1;10;9;14;10;2;270;283.75;13
07:00;1.1;13;11;16;11;2;290;278.75;16
08:00;1.2;19;10;20;14;4;360;287.5;25
09:00;1.2;16;12;22;16;3;360;295;21
10:00;1.3;15;11;20;14;5;370;306.25;22
11:00;1.3;15;11;22;16;6;380;320;24
12:00;1.3;14;11;22;17;5;370;333.75;22
13:00;1.3;19;12;25;17;7;400;350;29
14:00;1.6;16;11;24;17;5;360;361.25;24
15:00;1.8;15;11;22;16;4;350;368.75;22
16:00;1.8;18;10;23;17;5;360;368.75;26
17:00;1.8;19;11;26;19;5;400;373.75;26
18:00;1.9;18;10;26;18;4;400;377.5;24
19:00;1.9;18;11;25;18;4;410;381.25;23
20:00;1.9;16;11;22;16;4;400;385;21
21:00;1.4;17;11;23;17;3;380;382.5;22
22:00;1.6;14;11;21;16;2;390;386.25;17
23:00;1.3;12;10;19;15;2;370;388.75;15
00:00;1.1;9;8;13;10;1;300;381.25;11
