CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.9;10;4;9;6;4;320;16
01:00;0.9;7;4;11;7;4;340;14
02:00;0.5;14;5;11;9;6;420;22
03:00;0.7;16;5;13;9;6;400;26
04:00;0.9;16;5;13;9;7;390;27
05:00;1.2;21;4;14;9;9;390;35
06:00;2.1;13;4;13;9;9;390;26
07:00;2.2;31;5;16;10;32;630;80
08:00;1.4;20;6;14;8;22;450;53
09:00;1.2;20;6;16;7;20;400;51
10:00;0.9;17;4;12;6;13;340;37
11:00;0.5;17;3;12;6;14;360;38
12:00;0.5;16;3;9;5;11;330;33
13:00;1;14;4;8;4;8;280;27
14:00;0.6;19;4;9;5;10;340;34
15:00;0.6;15;4;8;4;7;290;25
16:00;0.6;7;3;6;4;3;230;13
17:00;0.6;10;5;9;5;4;250;16
18:00;0.8;10;4;9;5;4;270;16
19:00;0.9;8;4;8;5;3;280;14
20:00;0.9;13;4;9;5;3;310;18
21:00;0.9;12;4;8;5;3;310;17
22:00;0.9;20;4;9;6;4;360;25
23:00;0.9;16;4;8;5;4;340;22
