CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;5;51;31;2;280;24
01:00;39;14;106;75;5;;46
02:00;37;17;104;76;4;740;44
03:00;32;15;71;51;4;510;37
04:00;30;14;83;59;3;580;35
05:00;;;91;66;;;
06:00;38;16;80;56;9;610;51
07:00;42;15;75;51;14;670;64
08:00;44;18;;;19;540;72
09:00;33;16;;;12;450;51
10:00;34;;;;11;480;51
11:00;30;;43;27;12;360;49
12:00;32;;46;31;14;270;53
13:00;15;;;;4;340;21
14:00;10;;;;2;710;13
15:00;13;;;;2;400;15
16:00;20;;;;3;480;25
17:00;15;;;;2;530;17
18:00;47;;;;5;510;54
19:00;42;;;;6;410;51
20:00;53;;;;9;500;67
21:00;23;;;;4;580;29
22:00;32;;;;3;500;37
23:00;42;5;53;31;4;300;48
