CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;11;3;31;17;2;170;14
01:00;0.4;14;4;35;19;3;160;19
02:00;0.4;8;5;22;15;0;290;8
03:00;0.4;8;4;21;13;0;340;8
04:00;0.4;13;5;20;13;0;320;13
05:00;0.4;19;4;20;13;1;340;21
06:00;0.4;32;4;24;17;4;420;37
07:00;1.2;57;4;30;21;25;740;96
08:00;2.9;70;4;32;22;51;930;147
09:00;2.8;56;4;37;25;41;800;119
10:00;2.2;48;7;44;29;23;640;82
11:00;2.9;47;12;62;38;30;750;92
12:00;2.7;39;7;35;22;14;620;60
13:00;2;44;8;61;43;20;;75
14:00;2;33;9;65;46;17;520;58
15:00;0.5;31;13;68;43;16;590;55
16:00;1.2;34;14;60;36;15;540;57
17:00;0.5;36;12;51;26;14;460;57
18:00;0.4;33;13;39;18;9;450;46
19:00;0.4;28;8;24;8;6;640;36
20:00;0.4;27;5;24;8;5;660;34
21:00;0.4;37;6;41;19;5;550;45
22:00;0.4;23;5;41;21;3;300;27
23:00;0.4;12;3;33;18;1;210;13
