CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;26;4;18;12;2;350;28
01:00;0.9;14;4;17;11;1;310;15
02:00;0.9;19;6;33;22;2;420;22
03:00;0.8;13;5;27;18;2;360;14
04:00;0.8;13;6;23;15;2;360;15
05:00;0.9;15;5;22;15;2;350;17
06:00;0.9;11;5;24;16;3;350;14
07:00;0.9;20;5;23;15;5;370;27
08:00;0.9;19;7;20;12;5;350;26
09:00;0.7;17;9;16;9;5;310;24
10:00;0.6;15;7;29;18;7;360;25
11:00;0.8;19;7;23;16;7;380;29
12:00;0.9;16;8;17;12;5;340;23
13:00;0.9;14;5;16;10;3;340;18
14:00;1.3;14;7;16;11;3;340;18
15:00;0.9;12;8;16;10;2;350;15
16:00;0.9;9;9;20;12;1;450;11
17:00;0.9;9;9;18;10;1;420;12
18:00;0.5;7;5;12;7;1;280;10
19:00;0.3;9;5;14;8;1;280;10
20:00;0.6;11;4;15;9;1;300;12
21:00;1.3;38;4;22;11;5;430;46
22:00;1.9;39;4;22;12;6;450;47
23:00;1.3;32;4;20;12;2;400;36
