CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;36;7;74;61;4;1050;41
01:00;26;12;95;71;2;1320;29
02:00;15;8;80;63;1;770;17
03:00;22;10;87;62;2;1350;24
04:00;36;11;105;74;3;980;41
05:00;24;9;95;72;2;1080;26
06:00;20;9;80;63;1;890;22
07:00;31;20;110;79;3;1630;35
08:00;37;13;133;87;6;1570;45
09:00;34;22;113;77;8;1250;45
10:00;26;22;97;67;6;950;37
11:00;26;21;97;68;6;910;35
12:00;19;16;80;56;4;650;25
13:00;20;12;76;53;4;620;25
14:00;16;13;64;46;2;520;19
15:00;20;11;57;39;4;500;25
16:00;37;7;54;42;8;600;49
17:00;38;7;56;43;6;580;46
18:00;43;7;53;41;8;660;55
19:00;28;5;56;45;3;580;33
20:00;26;5;64;52;3;630;29
21:00;49;4;69;56;10;920;63
22:00;57;4;77;63;12;1110;76
23:00;47;5;73;60;10;990;62
