CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.5;11;8;9;5;1;350;12
01:00;0.4;6;4;11;6;1;170;7
02:00;0.4;3;4;9;5;0;150;4
03:00;0.4;6;5;15;8;1;190;7
04:00;0.4;5;3;10;5;1;170;7
05:00;0.4;4;3;9;6;1;160;5
06:00;0.4;9;8;11;5;2;150;12
07:00;0.4;8;6;10;5;2;180;10
08:00;0.4;13;6;14;8;3;220;18
09:00;0.4;19;7;20;11;4;290;26
10:00;0.4;23;16;30;18;9;380;36
11:00;1;21;17;30;19;7;360;32
12:00;1;19;18;34;23;7;290;28
13:00;1;18;16;36;27;7;320;27
14:00;1;24;15;52;41;8;420;36
15:00;1.5;27;13;65;53;8;540;39
16:00;1.8;33;14;65;51;11;590;49
17:00;1.9;41;15;71;54;16;690;64
18:00;2.3;45;18;61;44;16;690;69
19:00;2.6;39;20;;;9;680;53
20:00;2.5;15;8;;;2;390;18
21:00;2.1;14;7;;;2;310;16
22:00;1.8;18;8;;;3;370;22
23:00;1.6;19;8;9;5;2;360;22
