CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;2;48;32;390
01:00;3;32;20;330
02:00;2;88;50;990
03:00;2;72;43;780
04:00;1;66;42;690
05:00;2;68;43;660
06:00;2;73;46;630
07:00;2;69;39;630
08:00;4;42;20;480
09:00;6;41;19;460
10:00;8;36;14;450
11:00;6;;;410
12:00;2;;;230
13:00;4;15;6;260
14:00;1;5;5;340
15:00;3;12;5;400
16:00;3;12;5;420
17:00;3;13;7;380
18:00;3;9;5;300
19:00;3;16;5;300
20:00;2;17;7;360
21:00;3;27;18;480
22:00;2;39;27;480
23:00;2;48;34;410
