CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.606377;13.4287;13.3247;24.3152;12.0577;0.702823;522.57;380.146;14.5074
01:00;2.23168;16.0825;12.472;27.4403;12.9762;0.892644;688.848;427.526;17.4593
02:00;0.3;4.59656;4.11147;20.1927;13.0863;0.901543;273.94;342.039;5.98281
03:00;0.443125;4.97911;4.09891;18.1525;11.9622;0.916199;262.475;329.93;6.38995
04:00;1.83627;5.71402;3.63489;17.1135;11.6219;0.830641;261.931;314.102;6.97979
05:00;0.544955;10.216;3.80557;17.2107;11.8404;1.2276;273.979;299.729;12.1008
06:00;1.66986;15.7041;3.62972;18.9534;12.3095;1.707;289.797;290.399;18.326
07:00;1.03868;14.3156;4.07674;22.2976;14.2404;2.25499;297.952;283.065;17.7622
08:00;0.397397;15.0319;3.81666;24.8942;14.2518;2.44966;327.103;284.804;18.7878
09:00;0.400193;11.9626;4.19497;22.854;12.9793;2.1774;328.543;289.465;15.3093
10:00;0.882823;8.38479;4.46392;22.2878;12.1035;1.8757;281.412;290.399;11.2713
11:00;0.664749;6.62908;3.88685;19.9888;11.0655;1.54282;265.141;290.732;8.98897
12:00;0.3;5.88247;3.6408;20.647;10.4692;1.46626;263.161;290.886;8.1632
13:00;0.3;4.71448;3.7206;20.7613;10.4312;1.06203;257.141;288.781;6.35275
14:00;1.13564;3.70325;3.32086;19.847;9.17192;0.959151;249.113;283.696;5.19592
15:00;0.3;7.99634;6.76999;29.3241;11.1093;1.74407;282.558;281.772;10.682
16:00;0.3;4.96636;4.27403;24.7897;10.4288;1.00522;254.905;272.747;6.51164
17:00;0.769539;7.398;5.43261;26.1203;10.7733;1.13927;309.809;270.405;9.15158
18:00;0.405063;5.13959;3.99473;21.2785;9.72997;0.755821;255.98;267.226;6.29749
19:00;0.3;5.86494;5.81904;22.0496;10.0827;0.701091;558.783;303.931;6.94047
20:00;0.3;7.54413;4.19053;20.1822;10.3908;0.799466;278.173;305.808;8.7626
21:00;0.3;7.60683;3.75237;20.3299;10.6861;0.71079;251.436;305.095;8.68289
22:00;0.522767;6.97873;3.17826;16.8926;8.67269;0.640473;247.258;304.863;7.97721
23:00;4.28108;11.2553;7.82808;22.0975;10.7618;0.675805;617.162;346.688;12.3032
