CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;36;14;117;89;13;870;56
01:00;14;9;28;21;1;200;16
02:00;12;7;20;14;1;180;13
03:00;16;10;41;26;2;290;19
04:00;20;14;42;28;3;350;24
05:00;16;11;24;17;2;230;19
06:00;13;7;19;14;1;210;15
07:00;12;4;14;10;1;180;14
08:00;14;7;17;11;2;230;17
09:00;10;5;10;4;1;160;12
10:00;9;3;8;5;1;160;11
11:00;10;3;12;6;2;170;12
12:00;9;4;11;7;2;170;12
13:00;10;5;17;10;3;230;14
14:00;14;10;30;21;3;270;18
15:00;13;11;26;19;2;270;16
16:00;22;10;46;33;4;450;26
17:00;25;10;57;40;3;640;30
18:00;34;20;70;50;4;870;40
19:00;38;30;93;70;8;;50
20:00;36;34;93;70;6;730;46
21:00;30;24;84;65;4;360;36
22:00;32;23;98;78;5;910;40
23:00;34;21;114;88;7;1000;44
