CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.0422;50.6993;3.65141;38.187;18.6153;33.3437;667.915;464.316;101.848
01:00;6.88575;37.1632;3.64402;32.374;17.3006;27.6439;781.189;514.869;79.5686
02:00;1.08361;22.8113;2.71302;30.3806;17.8081;54.182;806.547;643.492;105.931
03:00;0.315933;22.0468;2.781;26.2416;16.2121;30.0416;617.691;671.236;68.1432
04:00;3.18206;19.4977;2.79356;24.5644;15.3066;20.3871;498.249;675.438;50.7737
05:00;1.445;16.701;2.24013;23.8094;15.1287;9.58146;408.725;654.666;31.4019
06:00;1.76149;12.5466;1.90616;24.4682;15.4754;14.4846;398.875;625.948;34.7629
07:00;3.65084;27.2783;2.60293;36.8128;22.2216;40.1621;619.289;609.768;88.8881
08:00;2.25188;38.0395;3.76151;46.1076;25.5281;33.4871;590.035;593.511;89.4184
09:00;6.03114;39.0534;6.7584;37.3586;17.0918;22.0314;534.726;559.267;72.9172
10:00;0.314797;42.9755;13.1639;32.3834;13.6615;18.3534;492.35;519.992;71.1275
11:00;0.721644;28.4761;16.1106;26.4462;11.3575;9.24547;368.154;488.8;42.6716
12:00;0.447761;33.7336;18.5984;22.9086;10.4351;10.2521;339.676;468.979;49.4606
13:00;0.696076;36.7307;16.1807;41.3546;10.7666;10.9854;366.763;463.733;53.6139
14:00;1.5433;34.2709;9.5123;29.3626;9.39701;9.47685;377.222;461.027;48.8118
15:00;0.64664;27.493;6.8804;23.9834;8.69818;8.63236;373.83;430.344;40.7421
16:00;0.355141;44.6632;9.2877;37.5618;10.02;13.744;478.149;416.359;65.7201
17:00;0.414236;33.7942;7.7862;21.8498;8.49252;7.59007;376.765;396.614;45.4417
18:00;;35.2194;8.4594;19.7124;8.0582;6.71128;381.199;382.72;45.5188
19:00;1.71547;37.5293;6.8249;16.8036;8.16376;7.4103;417.44;388.88;48.8936
20:00;0.360823;45.1851;5.3863;18.5785;8.90168;4.10263;440.248;401.452;51.4735
21:00;0.803467;21.2513;4.37404;24.477;11.5271;1.96229;395.412;405.033;24.2595
22:00;1.8689;50.3762;3.83539;39.3012;14.7578;4.5176;441.695;413.092;57.3023
23:00;1.61263;44.481;3.85239;43.686;20.968;16.1344;593.857;440.596;69.2315
