CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.7;24;4;23;1;310;25
01:00;0.4;17;3;18;1;260;18
02:00;15.2;20;2;63;11;670;37
03:00;7.5;18;2;59;9;670;32
04:00;6.4;14;3;49;13;530;34
05:00;4.5;17;2;41;8;380;30
06:00;2;27;1;31;14;410;48
07:00;1.5;44;1;38;21;620;76
08:00;1.5;61;2;39;39;570;120
09:00;1.5;35;1;33;19;350;64
10:00;0.4;30;1;25;11;260;47
11:00;0.4;27;1;16;7;270;38
12:00;0.4;31;3;11;8;280;44
13:00;0.4;34;11;9;12;;52
14:00;0.4;;;10;;;
15:00;0.5;37;38;11;13;440;57
16:00;1.2;28;50;9;10;380;43
17:00;0.4;26;22;10;13;440;46
18:00;0.7;26;25;9;15;450;49
19:00;0.4;28;19;7;12;440;46
20:00;0.4;31;41;5;8;400;43
21:00;0.4;41;9;7;11;470;59
22:00;0.4;51;6;11;16;620;76
23:00;1;43;5;11;9;540;57
