CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.9;75;22;152;6;1140;84
01:00;5.3;47;15;164;3;990;51
02:00;2.7;58;29;133;10;1420;72
03:00;1.9;42;25;145;5;1560;50
04:00;0.9;59;24;156;9;1430;73
05:00;3.6;66;25;152;20;970;95
06:00;3.3;63;15;150;20;1160;92
07:00;3;54;10;128;16;820;79
08:00;1.8;64;18;122;38;1170;121
09:00;3.6;54;30;154;26;1240;94
10:00;2.7;36;29;148;13;1250;55
11:00;1.1;23;16;120;7;710;32
12:00;0.8;22;13;107;5;630;30
13:00;0.4;28;17;87;7;590;37
14:00;0.4;28;19;89;7;590;38
15:00;;;;;;;
16:00;;;;;;;
17:00;0.4;29;20;72;5;710;36
18:00;1.3;25;17;90;3;;29
19:00;1;41;18;90;5;870;46
20:00;3.3;24;10;115;2;500;27
21:00;0.8;40;15;108;1;820;41
22:00;3.5;33;16;115;1;660;34
23:00;5;69;12;162;11;920;84
