CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8.2;37;24;133;17;1300;64
01:00;4.9;34;20;87;21;900;66
02:00;4;31;15;47;36;900;87
03:00;4;28;9;54;46;950;99
04:00;4.5;29;10;73;40;1050;91
05:00;4.5;30;11;81;67;1170;133
06:00;4;33;13;85;42;1120;98
07:00;3.9;35;13;61;35;910;89
08:00;3.5;35;13;79;46;910;104
09:00;3.1;32;15;66;43;1030;99
10:00;4;28;19;64;39;1040;88
11:00;3.9;30;18;75;28;930;74
12:00;3.7;34;17;74;33;;85
13:00;4;34;15;69;31;1020;81
14:00;4;37;15;49;22;960;70
15:00;3.4;40;12;52;28;970;85
16:00;3.7;41;12;64;24;980;79
17:00;4.2;43;14;75;44;1290;111
18:00;5.7;41;19;88;35;1310;95
19:00;6.2;44;24;107;57;1730;131
20:00;7.8;44;26;102;79;1980;166
21:00;8.7;41;20;126;100;2200;194
22:00;9.8;43;22;140;86;1930;174
23:00;8.5;39;26;131;54;1850;122
