CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.3;56;7;101;910;210
01:00;5.6;54;14;17;670;80
02:00;18.5;20;4;139;2370;231
03:00;15.1;17;2;114;2060;191
04:00;13.1;16;3;96;1900;162
05:00;11.5;16;3;86;1580;147
06:00;9.9;18;3;108;1570;182
07:00;8.8;17;2;131;1410;218
08:00;10.5;26;3;258;2130;420
09:00;11.8;28;3;227;1760;374
10:00;11.2;43;4;239;2100;408
11:00;13.3;78;7;246;2190;453
12:00;9.8;;;;;
13:00;6.5;90;10;81;;213
14:00;3.3;53;9;31;400;99
15:00;1.4;46;10;20;280;76
16:00;1.6;48;8;26;370;87
17:00;1.8;71;8;33;470;121
18:00;2.7;83;7;74;730;195
19:00;3.2;69;4;104;960;228
20:00;6.3;65;5;189;1420;355
21:00;7.9;82;11;70;940;188
22:00;5.6;77;12;49;900;151
23:00;5.3;53;6;41;780;115
