CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;21;22;7;3;220;25
01:00;19.9;32;6;198;168;3100;287
02:00;19.1;45;9;166;56;1330;131
03:00;7;30;8;84;4;510;36
04:00;1.9;16;8;44;2;360;20
05:00;1.3;5;4;27;4;230;11
06:00;0.8;9;2;26;4;290;15
07:00;0.8;20;3;22;9;310;33
08:00;0.8;29;6;24;14;420;49
09:00;0.9;35;6;10;14;440;57
10:00;1.3;34;9;21;16;430;58
11:00;0.8;23;8;28;16;;46
12:00;0.9;20;7;24;15;530;42
13:00;1.3;20;6;29;7;320;29
14:00;0.8;21;3;18;9;330;34
15:00;0.8;23;4;12;12;310;40
16:00;0.8;31;5;7;16;390;56
17:00;0.9;37;4;25;20;480;68
18:00;1.9;30;4;18;15;390;52
19:00;1.3;30;40;8;10;260;45
20:00;0.8;23;24;10;8;230;36
21:00;0.8;15;10;24;5;230;23
22:00;0.8;12;2;14;5;240;19
23:00;0.8;14;4;11;3;230;18
