CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;52;8;106;69;14;800;73
01:00;49;9;108;76;12;830;67
02:00;;;43;28;;;
03:00;22;5;42;29;5;340;30
04:00;23;4;43;30;7;340;33
05:00;20;4;33;31;6;280;29
06:00;30;2;24;14;14;340;52
07:00;45;3;29;14;25;460;82
08:00;39;2;29;15;18;440;66
09:00;28;3;29;16;14;350;48
10:00;22;3;32;16;11;440;40
11:00;42;;37;19;33;880;92
12:00;18;;31;20;14;690;38
13:00;12;3;24;14;4;300;18
14:00;16;2;24;13;4;290;22
15:00;18;2;17;9;5;280;25
16:00;17;2;16;7;6;230;26
17:00;16;3;17;8;5;110;23
18:00;23;3;23;8;6;170;32
19:00;28;2;30;11;6;240;37
20:00;38;2;50;19;6;440;48
21:00;67;5;73;31;22;680;100
22:00;66;7;87;50;21;780;97
23:00;59;8;96;61;19;790;89
