CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.7;13;2;50;1;360;14
01:00;1;29;2;41;2;580;30
02:00;5.5;40;5;72;2;1020;42
03:00;16.1;18;5;70;1;390;18
04:00;5.4;57;5;67;19;1430;85
05:00;15.3;32;5;76;5;980;39
06:00;5.9;43;4;67;29;880;86
07:00;7.1;50;4;70;40;1220;110
08:00;6.2;38;4;97;9;1170;52
09:00;4.2;41;4;83;11;960;57
10:00;8.4;30;2;84;6;640;39
11:00;3.2;30;3;71;7;760;39
12:00;8.7;17;3;67;3;670;21
13:00;2.5;17;1;65;3;620;21
14:00;1.8;18;2;64;3;770;21
15:00;3.3;20;1;65;1;720;22
16:00;1.3;14;1;69;2;490;16
17:00;0.8;10;1;64;1;380;11
18:00;0.5;11;2;57;1;380;12
19:00;0.5;11;2;55;1;370;12
20:00;0.5;14;1;42;2;410;17
21:00;0.5;42;2;52;3;560;46
22:00;0.5;41;2;48;2;460;44
23:00;0.7;27;2;42;1;420;29
